complaint_id,customer_id,timestamp,category,resolved
2200,133361,2025-06-27 07:52:14.002746,Dropped Calls,1
2201,978074,2025-02-01 19:05:17.686253,Dropped Calls,1
2202,170102,2025-05-14 22:58:12.120224,Billing Issue,0
2203,576387,2024-12-15 10:34:46.559560,Billing Issue,1
2204,535479,2025-04-10 22:29:04.634049,Other,0
2205,250845,2025-10-27 13:49:03.187876,Other,0
2206,744821,2025-10-23 02:48:43.614102,Network Issue,1
2207,261042,2025-04-20 08:18:29.951037,Other,1
2208,398480,2025-05-27 07:17:35.047047,Dropped Calls,1
2209,821068,2025-09-27 05:31:28.248930,Slow Internet,1
2210,269738,2025-06-03 13:54:00.081919,Network Issue,1
2211,325013,2025-04-30 14:01:12.087729,Dropped Calls,0
2212,321168,2025-04-12 04:01:45.452287,Billing Issue,0
2213,402873,2025-10-09 13:00:02.480783,Network Issue,0
2214,459563,2025-01-07 10:24:25.769720,Dropped Calls,0
2215,937811,2025-01-10 11:35:51.888406,Billing Issue,1
2216,757030,2025-09-27 03:05:47.865803,Other,0
2217,578492,2025-11-13 11:56:30.137876,Other,0
2218,243237,2025-01-24 17:57:45.780724,Other,1
2219,976414,2025-03-03 16:03:28.568443,Billing Issue,1
2220,686517,2024-12-20 21:14:16.363658,Network Issue,0
2221,295340,2025-01-04 06:22:12.291956,Dropped Calls,0
2222,859968,2025-08-29 16:41:37.228518,Slow Internet,0
2223,991685,2024-12-11 16:19:59.324444,Slow Internet,0
2224,748839,2025-03-11 08:27:33.714117,Other,1
2225,121418,2025-05-26 01:05:56.473634,Other,0
2226,386932,2025-08-30 04:35:18.558531,Dropped Calls,1
2227,251078,2025-05-23 08:17:34.475422,Billing Issue,1
2228,588446,2024-11-28 19:32:38.870367,Slow Internet,1
2229,507505,2025-08-28 21:37:53.669014,Dropped Calls,0
2230,298929,2025-10-22 20:03:29.800120,Dropped Calls,1
2231,376830,2025-08-20 15:52:28.360246,Other,0
2232,534945,2025-05-13 08:00:13.770053,Network Issue,0
2233,686552,2024-12-21 01:37:38.095192,Dropped Calls,1
2234,125323,2025-01-15 18:48:01.252001,Dropped Calls,0
2235,318926,2025-09-23 20:54:17.612914,Billing Issue,0
2236,380464,2025-07-08 14:24:35.727798,Billing Issue,1
2237,318843,2025-02-02 08:14:03.271188,Network Issue,1
2238,441870,2025-10-01 10:48:41.285985,Other,1
2239,784413,2025-05-20 20:54:30.092720,Slow Internet,0
2240,181169,2025-03-15 13:09:29.855639,Other,0
2241,464276,2025-02-15 10:05:21.586141,Billing Issue,1
2242,202304,2025-01-24 22:58:52.277016,Dropped Calls,1
2243,345535,2024-12-22 18:42:52.562185,Dropped Calls,0
2244,310323,2025-04-13 02:50:02.644720,Slow Internet,0
2245,132430,2025-06-23 12:42:05.910999,Billing Issue,1
2246,954590,2025-11-01 10:41:41.735190,Slow Internet,0
2247,297605,2025-02-01 21:47:12.055056,Slow Internet,0
2248,805754,2025-03-12 07:34:28.498466,Billing Issue,0
2249,810609,2025-09-30 18:13:49.940095,Dropped Calls,0
2250,246052,2025-10-13 15:58:34.667034,Other,0
2251,944791,2025-02-07 16:24:35.919230,Other,0
2252,407582,2025-01-18 18:51:18.043543,Other,1
2253,435466,2025-05-28 04:39:22.890723,Other,0
2254,816035,2024-11-27 11:45:39.220946,Other,0
2255,877312,2025-09-12 01:03:24.937964,Billing Issue,1
2256,809361,2025-08-29 03:59:26.803122,Other,0
2257,276084,2025-06-02 02:16:11.003986,Billing Issue,1
2258,191494,2025-11-20 05:37:11.286597,Slow Internet,0
2259,583341,2025-10-21 00:48:10.387011,Network Issue,0
2260,407021,2025-03-07 21:20:25.763289,Other,1
2261,909361,2024-11-27 08:31:41.535189,Network Issue,1
2262,381823,2024-12-17 11:41:45.634147,Dropped Calls,0
2263,417330,2025-02-21 20:25:59.244676,Network Issue,0
2264,660088,2025-05-21 07:31:12.870710,Dropped Calls,0
2265,638240,2024-11-26 20:49:51.779779,Other,1
2266,345181,2025-03-26 07:30:46.325190,Network Issue,0
2267,286639,2025-06-23 17:09:23.242330,Slow Internet,0
2268,403173,2025-09-22 14:25:13.328246,Dropped Calls,0
2269,935586,2025-05-06 03:04:53.662944,Slow Internet,0
2270,236207,2025-03-15 20:54:27.271510,Other,0
2271,213344,2025-02-17 05:23:15.435459,Other,0
2272,900740,2025-04-24 00:28:03.287132,Other,1
2273,401482,2025-10-29 23:14:47.282199,Billing Issue,0
2274,914362,2025-11-15 04:36:55.328947,Billing Issue,0
2275,153210,2025-08-14 18:54:49.572794,Slow Internet,1
2276,213344,2025-07-12 15:22:37.799364,Other,1
2277,847162,2025-07-22 00:09:53.750529,Other,0
2278,557960,2025-07-07 19:51:50.796439,Billing Issue,0
2279,877095,2025-01-30 02:23:18.539257,Billing Issue,0
2280,107277,2025-07-14 17:10:36.683303,Network Issue,1
2281,627374,2025-08-23 16:02:16.916145,Network Issue,0
2282,695717,2025-10-08 22:46:43.868990,Dropped Calls,1
2283,848294,2025-08-18 09:16:40.723586,Dropped Calls,1
2284,837784,2025-03-17 01:20:01.582207,Other,0
2285,418693,2025-03-16 12:37:23.081116,Other,0
2286,914735,2025-09-10 23:05:30.090332,Slow Internet,0
2287,807405,2025-10-19 08:18:35.275455,Billing Issue,1
2288,383127,2025-07-10 12:18:54.083256,Billing Issue,1
2289,622923,2025-05-22 10:44:39.061524,Billing Issue,0
2290,235607,2025-04-23 15:07:08.881306,Network Issue,0
2291,235281,2025-06-04 19:32:35.784120,Billing Issue,1
2292,588154,2025-08-29 00:13:37.859119,Billing Issue,1
2293,184008,2025-04-16 09:34:32.411844,Network Issue,1
2294,286132,2024-12-26 03:04:55.020294,Other,1
2295,932715,2025-07-22 18:55:01.361151,Network Issue,0
2296,466441,2025-10-20 22:21:29.383450,Other,0
2297,799093,2025-06-27 08:45:03.474640,Dropped Calls,0
2298,488402,2025-05-25 21:11:37.352802,Billing Issue,1
2299,305597,2025-10-04 16:42:52.846772,Dropped Calls,1
2300,175532,2025-07-28 06:51:03.505904,Dropped Calls,0
2301,432545,2025-03-12 22:15:35.236171,Billing Issue,1
2302,361658,2025-02-27 12:24:14.238777,Other,0
2303,443229,2024-12-06 21:26:27.663221,Other,0
2304,631271,2024-11-29 11:42:00.399318,Network Issue,0
2305,273504,2025-03-07 02:44:44.893856,Network Issue,0
2306,312419,2025-03-02 11:28:26.189759,Slow Internet,0
2307,581671,2024-12-02 23:33:10.978395,Network Issue,1
2308,866355,2024-12-18 16:47:15.478618,Dropped Calls,0
2309,442408,2025-04-30 13:39:34.943001,Other,0
2310,233487,2025-03-22 04:16:43.558138,Billing Issue,1
2311,696533,2025-01-12 18:23:49.904311,Billing Issue,0
2312,226010,2025-08-10 11:45:45.524609,Network Issue,0
2313,434653,2025-04-12 15:59:36.154493,Billing Issue,0
2314,141950,2025-09-04 20:39:49.051722,Dropped Calls,0
2315,687442,2025-06-27 04:55:50.885186,Billing Issue,1
2316,788844,2025-08-16 15:38:34.675557,Network Issue,1
2317,797840,2025-05-28 22:29:05.992598,Billing Issue,1
2318,704042,2025-11-21 19:05:00.959442,Slow Internet,1
2319,217944,2025-01-05 01:51:22.055413,Billing Issue,1
2320,181144,2025-07-01 20:04:25.048566,Billing Issue,1
2321,946710,2025-05-20 00:48:51.649774,Other,1
2322,251147,2025-06-02 10:49:43.247212,Billing Issue,0
2323,438984,2025-04-14 08:42:56.786713,Billing Issue,1
2324,106758,2025-04-02 05:15:42.597690,Other,0
2325,389014,2025-05-14 20:47:14.320826,Billing Issue,1
2326,393297,2025-09-27 06:41:55.787078,Billing Issue,1
2327,101602,2025-04-26 06:42:43.764843,Network Issue,1
2328,426091,2025-10-18 04:49:14.870665,Billing Issue,1
2329,387660,2025-08-24 02:12:15.837101,Slow Internet,1
2330,424740,2025-09-28 05:03:13.613655,Billing Issue,0
2331,726443,2025-03-16 14:17:15.891984,Dropped Calls,1
2332,128218,2025-08-25 14:43:15.390552,Dropped Calls,1
2333,460280,2025-06-26 10:43:06.125474,Slow Internet,1
2334,238364,2025-05-02 01:22:59.655847,Network Issue,1
2335,498412,2025-05-20 10:35:42.511163,Billing Issue,1
2336,443116,2025-08-15 07:48:24.839477,Billing Issue,1
2337,544976,2025-05-27 06:33:45.070038,Other,0
2338,724900,2025-03-14 01:04:28.681103,Billing Issue,0
2339,781041,2025-02-08 08:53:53.987129,Other,1
2340,830776,2025-05-06 11:19:05.528392,Billing Issue,1
2341,848200,2025-06-27 23:48:06.049585,Slow Internet,1
2342,725248,2025-05-13 00:10:31.422705,Other,1
2343,300366,2025-11-16 01:28:00.230722,Dropped Calls,1
2344,973721,2024-11-28 09:02:06.859118,Dropped Calls,0
2345,578402,2025-06-19 04:46:42.059510,Network Issue,0
2346,265372,2025-03-31 15:45:55.227520,Network Issue,1
2347,153839,2025-05-16 15:44:14.006371,Dropped Calls,0
2348,588817,2025-10-12 09:44:34.268664,Network Issue,1
2349,524005,2025-11-14 15:04:20.038458,Slow Internet,1
2350,964198,2024-12-17 14:35:41.926156,Billing Issue,0
2351,810464,2025-07-02 03:44:59.384132,Slow Internet,0
2352,901408,2025-03-18 18:02:43.220927,Other,1
2353,597254,2025-01-22 01:40:07.285043,Billing Issue,1
2354,459599,2025-06-12 21:15:52.045140,Slow Internet,0
2355,437990,2025-06-12 22:02:28.093349,Billing Issue,1
2356,663511,2025-04-24 12:37:51.661445,Billing Issue,1
2357,210846,2025-05-20 05:11:23.837755,Other,1
2358,894209,2024-12-31 05:56:25.800345,Other,1
2359,713869,2025-08-15 10:22:57.714584,Network Issue,0
2360,150804,2025-07-15 10:00:05.863774,Dropped Calls,0
2361,255384,2025-07-07 03:27:56.363265,Network Issue,0
2362,468301,2025-07-04 14:37:53.226688,Slow Internet,1
2363,638583,2025-04-07 01:40:07.895542,Network Issue,0
2364,477867,2025-08-09 17:52:04.830595,Dropped Calls,1
2365,956876,2025-02-03 21:30:21.086246,Billing Issue,0
2366,595749,2025-02-02 07:08:26.585939,Network Issue,1
2367,982884,2025-08-31 23:57:24.176444,Other,0
2368,728516,2025-11-06 05:50:20.137098,Network Issue,0
2369,631280,2025-03-18 21:04:30.659020,Network Issue,1
2370,770220,2025-06-02 21:30:47.754141,Network Issue,1
2371,561352,2025-01-11 09:15:34.078844,Slow Internet,1
2372,460564,2025-07-25 11:23:29.816365,Slow Internet,0
2373,542023,2025-05-30 14:08:37.094383,Dropped Calls,0
2374,665312,2025-09-16 15:18:14.484303,Other,1
2375,215028,2025-09-08 10:52:46.866388,Dropped Calls,1
2376,376373,2025-02-16 23:47:34.007858,Dropped Calls,0
2377,136788,2025-11-11 12:14:07.442087,Dropped Calls,0
2378,525253,2025-07-20 05:26:46.633325,Other,0
2379,464699,2025-07-02 09:33:59.275847,Network Issue,0
2380,983268,2025-06-08 13:14:54.214010,Dropped Calls,1
2381,770096,2025-11-09 16:17:26.746526,Network Issue,0
2382,127273,2024-12-15 07:01:01.830523,Billing Issue,1
2383,540862,2024-12-16 14:16:54.408277,Slow Internet,1
2384,649396,2024-11-25 19:05:25.960288,Other,1
2385,161844,2025-10-28 01:10:06.229415,Slow Internet,1
2386,266020,2025-09-29 09:15:11.385685,Network Issue,0
2387,242119,2025-07-22 13:39:10.632008,Slow Internet,0
2388,816108,2025-07-04 10:58:57.012195,Other,0
2389,217807,2025-06-16 13:13:49.026731,Network Issue,1
2390,551341,2025-09-03 01:22:59.472618,Other,0
2391,992811,2025-02-06 17:00:44.289811,Billing Issue,1
2392,481170,2025-03-18 22:01:58.560547,Billing Issue,0
2393,213599,2025-10-28 21:14:37.892903,Slow Internet,0
2394,138950,2025-01-24 23:49:06.959172,Slow Internet,1
2395,217234,2025-11-10 15:06:41.019848,Network Issue,1
2396,442494,2025-05-18 01:26:23.645164,Billing Issue,0
2397,269160,2025-11-11 04:06:10.086945,Billing Issue,0
2398,524023,2025-02-19 20:39:33.707477,Slow Internet,0
2399,621832,2025-09-28 11:00:19.843071,Network Issue,0
2400,476226,2025-03-10 18:26:29.005012,Slow Internet,0
2401,363034,2025-11-18 11:15:06.644414,Billing Issue,1
2402,683978,2025-05-18 15:36:03.626925,Other,0
2403,589392,2025-01-14 19:56:37.422586,Slow Internet,0
2404,364053,2025-02-24 01:53:26.282034,Billing Issue,0
2405,771833,2025-05-22 13:34:40.404988,Network Issue,1
2406,599486,2025-05-22 23:51:28.294538,Slow Internet,1
2407,330228,2025-04-16 23:31:17.895004,Slow Internet,1
2408,999694,2025-10-17 14:40:19.023712,Network Issue,1
2409,421132,2025-05-10 03:50:51.563634,Slow Internet,1
2410,865405,2025-11-12 16:21:40.239522,Other,0
2411,996464,2025-05-12 22:02:47.218512,Dropped Calls,1
2412,697516,2025-04-02 02:39:16.112833,Dropped Calls,1
2413,999941,2025-02-13 06:20:50.207665,Slow Internet,1
2414,993890,2025-06-09 11:41:31.422623,Network Issue,1
2415,862751,2024-12-21 22:36:46.113120,Other,1
2416,751730,2025-10-01 04:54:38.283869,Billing Issue,1
2417,662127,2024-12-06 17:58:17.135616,Slow Internet,1
2418,213162,2025-10-27 00:50:36.361362,Dropped Calls,1
2419,233371,2025-11-02 00:42:37.662343,Slow Internet,0
2420,267306,2025-02-16 13:21:57.980599,Dropped Calls,0
2421,111303,2025-10-24 18:06:08.874379,Slow Internet,1
2422,368205,2025-10-22 04:59:17.905792,Other,0
2423,407409,2025-05-14 02:07:55.732378,Network Issue,1
2424,286410,2025-02-13 17:22:55.455053,Billing Issue,0
2425,575115,2025-03-06 00:57:59.876465,Slow Internet,0
2426,689595,2025-04-17 16:35:00.165455,Network Issue,0
2427,842890,2025-07-09 23:24:09.578803,Dropped Calls,0
2428,757850,2025-07-23 05:32:13.035495,Billing Issue,1
2429,114616,2025-06-01 20:36:25.771941,Billing Issue,1
2430,232400,2025-08-15 14:36:49.042790,Slow Internet,1
2431,279812,2025-06-20 19:40:41.954459,Dropped Calls,0
2432,947071,2025-09-01 03:08:30.526119,Slow Internet,0
2433,165611,2025-10-17 02:45:44.970653,Other,1
2434,572679,2025-10-02 20:14:03.445818,Dropped Calls,0
2435,344498,2024-12-03 04:38:48.986819,Other,1
2436,966900,2025-06-17 21:42:50.306123,Other,0
2437,481170,2025-11-02 11:36:52.311469,Billing Issue,1
2438,416021,2025-10-06 09:13:57.825971,Network Issue,0
2439,905001,2025-05-01 17:12:09.969344,Dropped Calls,0
2440,507412,2025-02-21 16:16:35.763406,Slow Internet,0
2441,946034,2025-09-18 08:23:01.137674,Other,0
2442,372434,2025-07-25 03:22:13.582813,Network Issue,1
2443,724306,2025-02-11 13:30:14.087924,Network Issue,0
2444,541965,2025-02-09 01:29:14.801526,Billing Issue,0
2445,871250,2025-03-01 17:41:38.370899,Network Issue,1
2446,381048,2025-09-07 09:59:38.464532,Other,0
2447,878350,2025-07-27 21:39:06.955094,Slow Internet,0
2448,194388,2025-01-03 16:11:44.779268,Dropped Calls,1
2449,483265,2025-06-15 14:36:28.194600,Network Issue,0
2450,120443,2025-03-12 20:47:04.800769,Network Issue,0
2451,349274,2025-11-21 04:00:46.851474,Billing Issue,1
2452,202920,2025-08-10 09:19:33.057810,Other,0
2453,728356,2025-09-12 11:34:24.019539,Other,1
2454,705912,2025-03-18 06:00:12.883390,Dropped Calls,1
2455,115641,2025-02-21 02:32:14.669312,Other,0
2456,213306,2025-01-27 12:18:56.964995,Dropped Calls,0
2457,922491,2025-03-16 04:09:56.812272,Billing Issue,1
2458,836250,2025-06-01 15:04:48.369793,Network Issue,0
2459,492419,2025-04-26 10:35:33.498439,Dropped Calls,1
2460,296744,2025-05-26 03:50:13.478621,Network Issue,0
2461,474515,2025-05-19 02:14:45.414619,Billing Issue,0
2462,287142,2025-03-21 20:33:22.154356,Slow Internet,1
2463,132514,2025-03-02 14:07:15.295285,Slow Internet,0
2464,835609,2025-07-31 01:25:37.049055,Billing Issue,0
2465,298832,2025-10-29 23:21:23.683996,Slow Internet,1
2466,250518,2025-01-25 16:58:33.357115,Slow Internet,0
2467,401995,2025-07-30 21:34:23.300586,Dropped Calls,1
2468,596219,2025-10-12 05:12:23.091296,Dropped Calls,1
2469,789877,2025-04-13 01:04:52.965197,Slow Internet,0
2470,248542,2025-02-28 16:35:20.299054,Network Issue,0
2471,385826,2025-10-19 07:19:41.511185,Slow Internet,1
2472,828657,2024-12-24 05:41:59.906115,Billing Issue,1
2473,184096,2025-01-05 10:08:27.070174,Other,1
2474,587414,2024-12-13 14:33:13.416874,Dropped Calls,1
2475,805179,2025-03-11 05:54:16.525276,Billing Issue,1
2476,798403,2025-05-15 08:12:16.255813,Dropped Calls,1
2477,280074,2024-12-25 09:15:57.012676,Network Issue,1
2478,604745,2025-02-23 10:55:03.607641,Billing Issue,1
2479,617780,2025-09-28 14:05:33.150707,Dropped Calls,0
2480,213493,2025-08-11 03:03:55.598284,Network Issue,0
2481,787390,2025-02-16 02:55:05.809612,Billing Issue,0
2482,927402,2025-07-01 12:04:18.744624,Other,1
2483,834177,2025-06-17 19:44:05.360900,Other,1
2484,483582,2025-09-03 01:52:06.093090,Network Issue,0
2485,185045,2025-06-28 00:48:58.322563,Slow Internet,0
2486,152758,2025-09-21 11:35:18.210098,Dropped Calls,0
2487,312410,2025-11-03 17:05:04.837091,Slow Internet,1
2488,432221,2025-11-05 03:01:22.758754,Other,1
2489,263829,2025-08-27 18:16:01.172483,Other,0
2490,973694,2025-06-24 21:30:36.647267,Slow Internet,0
2491,351358,2025-08-26 09:35:54.612628,Network Issue,1
2492,829358,2025-04-30 19:44:29.108008,Dropped Calls,0
2493,802449,2025-05-24 08:57:09.778723,Other,1
2494,196181,2025-03-12 03:49:32.814629,Billing Issue,0
2495,931672,2025-09-04 17:47:45.602162,Other,0
2496,836642,2025-06-30 01:35:56.079642,Billing Issue,1
2497,544902,2025-01-01 15:27:06.937715,Network Issue,1
2498,948504,2025-09-16 02:00:17.341662,Network Issue,1
2499,472041,2025-06-28 06:40:05.490229,Slow Internet,1
2500,746894,2025-04-03 12:23:33.963347,Slow Internet,0
2501,233566,2025-05-24 03:50:01.247380,Slow Internet,1
2502,145236,2024-12-22 17:19:18.237241,Network Issue,0
2503,243983,2025-03-07 00:07:22.606396,Dropped Calls,0
2504,260835,2025-01-14 07:59:21.433774,Dropped Calls,0
2505,730770,2025-11-09 13:33:55.360951,Other,1
2506,373590,2025-02-22 19:19:38.675355,Billing Issue,1
2507,289751,2024-12-02 12:45:13.659104,Dropped Calls,0
2508,463768,2024-12-21 00:27:58.861023,Other,0
2509,231022,2025-02-19 01:07:05.626402,Dropped Calls,0
2510,892605,2025-05-09 15:46:01.237967,Other,1
2511,232706,2025-06-14 21:53:05.711025,Dropped Calls,1
2512,696239,2025-01-01 22:50:22.180570,Billing Issue,0
2513,468301,2025-10-08 00:27:53.904157,Slow Internet,1
2514,552798,2024-11-30 09:12:50.691405,Billing Issue,1
2515,191212,2025-07-06 04:32:27.055750,Other,0
2516,797959,2025-04-28 16:22:21.137159,Dropped Calls,0
2517,824154,2025-09-26 07:13:39.944130,Network Issue,0
2518,421821,2025-04-17 13:52:22.216028,Dropped Calls,1
2519,599503,2025-10-24 05:01:12.331010,Slow Internet,0
2520,404621,2025-11-08 20:04:29.853264,Other,1
2521,367886,2025-06-26 04:04:29.227435,Slow Internet,1
2522,306395,2025-05-08 00:55:55.511759,Other,1
2523,838037,2025-11-03 02:57:19.117250,Dropped Calls,1
2524,372473,2024-12-22 08:27:58.317653,Dropped Calls,0
2525,478753,2025-11-19 09:58:37.573364,Billing Issue,0
2526,551545,2025-02-14 19:53:07.955836,Billing Issue,1
2527,114339,2024-12-01 03:49:06.993585,Dropped Calls,1
2528,839865,2025-02-22 15:13:30.203192,Other,1
2529,189205,2025-07-19 00:38:11.024276,Other,0
2530,472868,2024-11-30 21:12:43.191712,Network Issue,0
2531,866854,2025-07-25 10:32:07.703744,Dropped Calls,1
2532,112504,2024-12-01 03:47:56.648924,Slow Internet,0
2533,842181,2025-09-11 10:53:27.961076,Billing Issue,1
2534,167144,2025-04-11 01:27:51.006428,Dropped Calls,1
2535,714261,2025-06-21 04:57:50.096096,Network Issue,1
2536,164334,2025-01-06 16:19:29.771060,Billing Issue,0
2537,204781,2025-05-29 16:39:51.603956,Network Issue,0
2538,502928,2025-01-30 00:06:58.693558,Network Issue,1
2539,404566,2025-04-27 05:02:50.090254,Slow Internet,1
2540,632424,2025-03-17 05:33:31.318856,Other,1
2541,494738,2025-04-11 17:33:06.561217,Network Issue,1
2542,166640,2025-03-11 23:50:24.141092,Slow Internet,0
2543,808045,2025-08-18 08:49:51.442411,Network Issue,1
2544,911877,2025-10-29 06:58:17.405735,Billing Issue,1
2545,375772,2025-03-25 07:59:20.371206,Network Issue,0
2546,713016,2025-09-25 10:08:09.379864,Other,0
2547,196091,2024-11-26 15:50:10.033858,Other,1
2548,209583,2025-09-22 10:43:45.787337,Dropped Calls,0
2549,251777,2025-06-16 00:01:14.628441,Network Issue,1
2550,125805,2025-10-04 23:14:05.704873,Slow Internet,1
2551,491042,2025-05-09 16:37:00.653402,Dropped Calls,1
2552,643051,2025-11-07 00:03:33.681669,Other,0
2553,617589,2025-02-03 20:09:11.734595,Slow Internet,1
2554,371162,2025-08-03 05:47:19.959871,Dropped Calls,1
2555,355648,2025-06-05 17:01:46.815936,Dropped Calls,1
2556,760535,2025-08-29 10:38:18.362113,Dropped Calls,1
2557,595199,2025-03-08 20:32:04.045538,Dropped Calls,0
2558,321326,2025-05-29 00:56:21.573921,Slow Internet,0
2559,143117,2025-08-04 22:18:41.822194,Billing Issue,0
2560,702304,2025-02-25 00:41:18.570390,Dropped Calls,0
2561,234199,2025-08-26 00:42:45.488311,Network Issue,0
2562,474908,2025-04-02 07:29:42.026726,Slow Internet,1
2563,137755,2025-10-01 14:11:40.225560,Network Issue,1
2564,389715,2025-01-03 10:05:28.324213,Slow Internet,1
2565,512217,2025-03-26 10:38:58.344325,Billing Issue,0
2566,648920,2025-01-13 05:04:19.361614,Slow Internet,0
2567,630417,2025-04-17 21:20:58.986849,Dropped Calls,1
2568,178794,2025-05-16 08:03:30.860400,Dropped Calls,1
2569,240917,2025-06-24 02:50:37.878525,Other,0
2570,352635,2025-02-03 11:31:07.149776,Other,0
2571,595263,2025-03-01 02:53:23.811053,Billing Issue,1
2572,197396,2025-04-01 22:37:54.217510,Network Issue,0
2573,321326,2025-08-08 06:38:35.884351,Billing Issue,0
2574,485107,2025-01-23 01:11:20.880408,Dropped Calls,1
2575,292590,2025-01-09 06:23:06.492985,Slow Internet,0
2576,823009,2025-03-31 07:04:48.575447,Slow Internet,0
2577,935554,2025-06-20 17:53:52.013474,Dropped Calls,1
2578,164605,2025-08-12 17:47:33.615451,Dropped Calls,1
2579,453801,2025-01-14 23:25:39.981755,Slow Internet,1
2580,238078,2025-09-29 12:31:32.025548,Other,0
2581,367609,2025-01-04 06:59:20.662191,Other,0
2582,695478,2025-03-16 16:02:49.963664,Network Issue,0
2583,671681,2024-12-03 03:02:49.038326,Slow Internet,0
2584,461150,2025-02-14 20:35:09.850262,Network Issue,1
2585,574186,2025-07-29 22:24:07.059150,Billing Issue,1
2586,104702,2025-05-05 00:18:35.717840,Billing Issue,1
2587,485591,2025-05-10 22:55:19.255609,Other,1
2588,930936,2025-05-24 16:28:13.566591,Network Issue,1
2589,925289,2025-06-21 15:56:07.211718,Slow Internet,0
2590,528896,2025-01-10 08:15:17.613437,Slow Internet,0
2591,286278,2025-09-22 08:16:09.898625,Other,1
2592,422629,2025-09-01 16:08:44.081578,Network Issue,1
2593,556414,2025-02-05 12:09:12.309386,Network Issue,1
2594,368784,2025-06-28 07:45:02.318995,Dropped Calls,1
2595,684612,2025-01-31 02:40:11.807838,Billing Issue,0
2596,879098,2025-06-16 21:27:32.349329,Other,1
2597,991497,2025-02-02 19:47:59.396523,Other,1
2598,201273,2025-04-02 20:19:10.505789,Network Issue,1
2599,639739,2025-10-03 12:36:41.925204,Network Issue,1
2600,481248,2025-05-26 21:02:58.127999,Other,0
2601,353450,2024-11-30 16:56:08.247019,Network Issue,1
2602,196941,2025-08-03 10:30:25.037396,Other,0
2603,310337,2025-10-02 04:17:54.302187,Other,1
2604,346260,2025-10-31 03:24:19.058018,Slow Internet,1
2605,711825,2025-05-09 16:13:21.091745,Other,1
2606,251147,2024-12-20 20:18:04.763693,Network Issue,0
2607,632418,2025-05-01 22:49:35.429420,Slow Internet,1
2608,490239,2025-09-05 11:30:36.762592,Network Issue,0
2609,347787,2025-02-22 16:45:09.425523,Billing Issue,1
2610,755033,2024-12-29 22:32:24.928805,Other,0
2611,324791,2025-11-12 10:44:14.795213,Billing Issue,1
2612,809471,2025-03-21 17:55:21.489423,Other,0
2613,379736,2025-09-16 18:13:54.575613,Other,0
2614,792627,2025-03-24 17:36:39.859098,Dropped Calls,0
2615,675792,2025-11-07 14:59:34.676399,Network Issue,0
2616,935250,2025-09-20 11:55:28.847481,Network Issue,0
2617,723764,2025-10-14 14:14:58.359669,Other,0
2618,962501,2025-01-03 00:38:13.907726,Network Issue,0
2619,440488,2025-05-10 13:57:14.396254,Other,1
2620,471284,2025-04-21 18:06:38.373876,Billing Issue,1
2621,112799,2024-11-30 06:07:04.972850,Other,0
2622,624554,2025-07-23 19:02:11.544577,Network Issue,1
2623,198209,2025-05-10 03:37:58.425170,Billing Issue,0
2624,893946,2025-05-27 04:41:40.824083,Billing Issue,0
2625,668490,2025-09-26 14:03:41.241047,Other,1
2626,322454,2025-04-16 09:06:57.285095,Other,1
2627,253036,2025-10-03 03:26:01.826124,Slow Internet,0
2628,187596,2024-12-20 17:48:21.546635,Slow Internet,1
2629,957608,2024-12-09 16:14:38.622698,Billing Issue,0
2630,583831,2025-02-27 17:25:28.346314,Other,1
2631,646004,2024-12-27 23:53:37.321747,Network Issue,1
2632,312410,2025-10-29 08:10:28.828461,Billing Issue,1
2633,651557,2025-10-03 04:51:51.815226,Billing Issue,0
2634,899935,2025-10-23 18:12:24.001032,Other,0
2635,149032,2025-06-22 07:52:46.364848,Slow Internet,1
2636,166483,2025-04-08 13:43:27.936721,Other,0
2637,624939,2025-09-10 13:36:00.369410,Network Issue,1
2638,337567,2025-03-23 00:57:46.911724,Other,1
2639,275909,2025-02-13 15:02:33.192219,Billing Issue,0
2640,491464,2025-05-09 13:17:08.803874,Other,1
2641,123084,2024-12-30 23:59:25.742494,Dropped Calls,1
2642,573700,2025-05-18 01:15:25.327164,Billing Issue,1
2643,770132,2025-05-19 10:47:51.055484,Network Issue,0
2644,353805,2025-10-04 15:36:16.935425,Other,0
2645,568997,2025-03-12 03:45:08.993812,Dropped Calls,0
2646,443655,2025-05-11 01:43:50.549709,Slow Internet,1
2647,858196,2025-03-27 03:39:02.418796,Network Issue,0
2648,855041,2025-11-20 13:45:07.734214,Slow Internet,0
2649,965690,2024-12-09 21:21:50.123077,Dropped Calls,1
2650,437876,2025-11-07 09:13:15.948333,Network Issue,0
2651,852178,2025-06-15 20:28:01.576207,Billing Issue,0
2652,286272,2025-03-17 02:58:58.899410,Dropped Calls,1
2653,547776,2025-11-05 06:43:45.345299,Slow Internet,0
2654,450623,2025-03-18 22:01:09.978262,Network Issue,1
2655,311477,2025-04-22 13:41:40.718829,Billing Issue,1
2656,866540,2025-04-05 23:49:44.048169,Billing Issue,0
2657,948579,2025-10-11 11:34:27.307511,Slow Internet,0
2658,891776,2025-02-19 19:11:21.433909,Slow Internet,1
2659,105549,2025-03-20 12:46:48.397651,Billing Issue,1
2660,189921,2025-08-13 20:54:13.697450,Network Issue,0
2661,546550,2025-07-10 07:08:15.523930,Billing Issue,0
2662,656799,2025-07-17 05:06:39.811458,Dropped Calls,1
2663,458823,2025-03-19 01:45:46.746124,Dropped Calls,1
