customer_id,location,service_plan,data_usage,call_duration,complaints,churn
160225,Dharan,Standard,3.23,59,5,0
150886,Lalitpur,Premium,7.21,154,3,1
833408,Pokhara,Basic,9.23,308,2,1
623608,Dharan,Basic,4.2,514,2,0
278961,Dharan,Basic,0.8,49,0,1
314109,Pokhara,Basic,1.75,588,5,0
948130,Lalitpur,Basic,7.2,141,4,0
797764,Bhaktapur,Standard,9.78,22,0,1
150599,Butwal,Standard,0.9,119,0,1
872115,Kathmandu,Premium,4.94,98,1,0
753509,Lalitpur,Premium,4.39,288,0,0
200071,Dharan,Standard,0.55,334,4,1
815398,Bhaktapur,Basic,3.93,354,2,1
554177,Kathmandu,Premium,2.85,380,3,0
985142,Kathmandu,Basic,7.74,117,1,1
722045,Kathmandu,Standard,3.47,500,1,1
303407,Pokhara,Basic,9.65,309,0,1
888607,Dharan,Standard,4.89,39,3,0
960487,Kathmandu,Premium,7.15,552,4,0
270273,Bhaktapur,Basic,8.73,228,2,1
945050,Biratnagar,Basic,2.76,269,5,1
923917,Butwal,Standard,3.37,192,0,0
558596,Lalitpur,Premium,2.71,163,0,0
375949,Kathmandu,Basic,6.56,319,1,1
421755,Lalitpur,Premium,8.29,355,5,1
422538,Biratnagar,Premium,1.44,375,2,1
450757,Pokhara,Standard,7.29,423,2,1
990292,Butwal,Basic,4.49,343,0,0
735319,Butwal,Standard,9.61,19,3,0
304213,Pokhara,Standard,5.38,73,3,0
468353,Dharan,Premium,0.65,544,4,1
751664,Dharan,Standard,2.82,153,5,1
663717,Dharan,Standard,9.33,488,1,0
598326,Butwal,Basic,3.8,48,4,0
289025,Biratnagar,Premium,0.44,21,3,1
501617,Biratnagar,Standard,0.12,409,0,0
940868,Kathmandu,Premium,3.57,406,5,1
261372,Kathmandu,Basic,9.91,107,0,1
938448,Dharan,Basic,8.1,469,0,1
912923,Bhaktapur,Basic,1.39,592,1,1
562611,Pokhara,Standard,0.32,490,2,1
891579,Bhaktapur,Basic,9.52,399,2,1
682237,Lalitpur,Premium,8.17,214,3,1
482931,Pokhara,Basic,3.3,85,2,1
559565,Pokhara,Standard,5.91,16,5,1
574549,Dharan,Premium,7.32,525,0,1
617780,Biratnagar,Standard,5.53,281,0,1
636721,Lalitpur,Basic,4.65,48,4,0
246229,Butwal,Basic,8.33,507,1,1
437927,Butwal,Premium,7.65,519,2,1
943906,Bhaktapur,Basic,4.64,278,5,1
865251,Biratnagar,Standard,0.96,251,2,0
669886,Bhaktapur,Basic,7.99,361,5,1
906738,Dharan,Basic,3.36,227,5,0
713903,Butwal,Standard,9.42,10,2,0
747869,Butwal,Basic,5.06,503,3,0
441984,Bhaktapur,Basic,9.61,558,1,1
963841,Bhaktapur,Premium,5.22,176,4,0
666518,Pokhara,Basic,2.37,318,2,0
634406,Kathmandu,Premium,7.29,170,2,0
133272,Lalitpur,Standard,6.19,165,2,1
369020,Butwal,Basic,0.26,591,1,0
865191,Biratnagar,Basic,7.94,290,5,0
659540,Pokhara,Basic,4.04,487,0,1
545499,Bhaktapur,Standard,1.4,361,1,1
490745,Biratnagar,Standard,5.84,191,5,1
432207,Kathmandu,Standard,9.0,472,4,0
449585,Bhaktapur,Standard,7.57,404,4,1
613444,Kathmandu,Standard,4.93,427,4,1
525799,Lalitpur,Premium,4.62,375,5,1
734859,Butwal,Basic,2.23,556,1,1
520118,Kathmandu,Basic,5.67,479,1,1
914667,Dharan,Standard,7.48,238,3,0
650907,Lalitpur,Basic,8.94,117,0,1
897182,Butwal,Standard,5.55,372,4,1
281506,Lalitpur,Standard,5.79,30,3,0
390402,Butwal,Premium,2.36,357,2,1
214633,Butwal,Premium,1.88,245,1,0
369028,Lalitpur,Premium,5.17,399,1,1
634682,Bhaktapur,Basic,7.43,304,1,1
344113,Pokhara,Premium,5.3,144,3,0
744275,Biratnagar,Basic,5.91,356,3,0
528012,Lalitpur,Premium,3.0,195,1,1
662601,Butwal,Standard,4.7,573,1,1
558790,Kathmandu,Basic,1.96,72,2,1
527168,Dharan,Basic,4.52,162,5,1
417330,Kathmandu,Premium,7.05,420,4,1
319747,Lalitpur,Standard,2.12,249,1,1
427785,Biratnagar,Standard,9.27,148,2,1
136052,Dharan,Standard,3.41,482,4,0
341012,Butwal,Standard,6.28,133,5,1
403580,Butwal,Basic,1.01,372,1,1
680161,Lalitpur,Standard,3.85,561,4,1
842020,Lalitpur,Premium,2.98,405,2,1
485640,Lalitpur,Premium,7.32,274,5,0
248357,Biratnagar,Standard,5.52,599,4,1
653956,Pokhara,Premium,9.35,204,5,1
692073,Bhaktapur,Standard,1.69,78,1,1
796271,Pokhara,Standard,3.4,14,0,0
993301,Bhaktapur,Basic,0.45,396,4,1
557737,Bhaktapur,Premium,6.04,566,5,1
225467,Lalitpur,Basic,1.23,190,3,0
525758,Pokhara,Basic,2.92,223,5,0
287142,Pokhara,Premium,1.48,557,2,0
853029,Kathmandu,Standard,8.68,533,1,1
197521,Dharan,Premium,4.8,568,0,0
949321,Butwal,Premium,7.49,589,4,1
697959,Butwal,Standard,8.62,598,3,1
419932,Bhaktapur,Basic,3.45,467,5,1
939814,Pokhara,Premium,1.22,34,4,0
486838,Bhaktapur,Basic,0.41,294,1,1
956390,Butwal,Basic,1.52,86,5,0
455612,Kathmandu,Standard,3.25,49,1,0
741877,Pokhara,Premium,4.28,241,5,0
700294,Kathmandu,Standard,5.16,97,0,1
867157,Lalitpur,Premium,7.74,305,5,1
927419,Biratnagar,Standard,7.63,345,5,1
525760,Pokhara,Premium,3.84,568,3,0
666961,Biratnagar,Standard,8.43,592,0,0
759745,Dharan,Standard,7.88,515,2,0
110524,Biratnagar,Premium,0.83,53,4,1
172379,Bhaktapur,Standard,3.15,515,3,0
362076,Biratnagar,Premium,8.55,93,3,0
569998,Lalitpur,Basic,3.52,81,3,0
413924,Pokhara,Premium,9.02,510,0,1
237118,Biratnagar,Premium,2.57,203,3,1
139523,Dharan,Premium,4.17,105,0,0
710573,Dharan,Premium,8.94,58,0,1
340279,Bhaktapur,Premium,8.13,523,2,0
937282,Biratnagar,Premium,0.15,576,0,0
700403,Pokhara,Basic,4.05,600,1,0
646908,Butwal,Premium,4.98,60,5,1
654487,Bhaktapur,Standard,0.61,392,1,0
269576,Pokhara,Premium,1.72,336,3,0
395405,Dharan,Premium,2.76,579,0,0
750870,Pokhara,Basic,9.89,516,1,1
691918,Dharan,Premium,0.13,561,3,0
648470,Butwal,Standard,8.12,58,1,0
565724,Bhaktapur,Basic,2.16,237,0,1
842716,Lalitpur,Premium,0.39,387,5,1
821053,Pokhara,Basic,8.72,80,4,0
294964,Bhaktapur,Basic,4.09,333,5,0
944552,Pokhara,Basic,1.25,115,1,0
621167,Kathmandu,Basic,8.88,183,2,1
249695,Dharan,Standard,7.95,433,3,0
853639,Bhaktapur,Premium,4.28,279,1,0
675877,Biratnagar,Premium,8.02,95,5,0
267154,Lalitpur,Premium,9.2,549,3,0
423655,Biratnagar,Premium,5.78,489,5,0
477364,Bhaktapur,Premium,7.28,503,1,1
838268,Bhaktapur,Premium,0.36,356,5,1
806811,Kathmandu,Premium,6.99,47,4,1
298226,Dharan,Basic,8.82,109,2,1
599937,Dharan,Basic,4.44,446,2,0
790758,Dharan,Basic,6.63,305,1,1
514183,Lalitpur,Standard,7.38,594,0,0
866355,Bhaktapur,Premium,5.66,457,0,1
799086,Kathmandu,Premium,6.21,263,0,0
710141,Pokhara,Standard,5.13,85,3,1
709752,Biratnagar,Premium,5.47,30,0,0
516196,Pokhara,Basic,9.66,484,0,0
955275,Bhaktapur,Basic,1.21,280,1,0
138386,Bhaktapur,Standard,6.34,415,1,1
485107,Dharan,Premium,7.31,205,5,0
582334,Biratnagar,Basic,4.38,388,0,1
158928,Butwal,Basic,8.59,305,4,1
549284,Pokhara,Premium,6.53,331,5,1
690093,Pokhara,Premium,5.92,460,0,1
559860,Kathmandu,Premium,8.94,171,4,0
215268,Biratnagar,Premium,6.87,299,5,1
528146,Butwal,Premium,9.16,300,1,1
947681,Lalitpur,Premium,3.03,165,4,0
462732,Butwal,Standard,2.47,305,5,0
175635,Dharan,Basic,5.08,580,4,1
307140,Kathmandu,Standard,1.07,171,2,0
790193,Pokhara,Standard,3.33,415,4,0
389714,Dharan,Standard,9.78,248,4,0
860342,Pokhara,Basic,2.69,272,5,0
480060,Lalitpur,Standard,6.78,440,1,1
662876,Biratnagar,Basic,7.43,569,0,0
314362,Bhaktapur,Premium,0.44,15,3,1
286965,Lalitpur,Standard,9.98,319,3,0
482015,Biratnagar,Premium,7.57,505,4,1
714308,Dharan,Standard,2.68,40,4,1
490357,Dharan,Standard,0.71,555,0,0
345108,Kathmandu,Standard,5.02,577,2,1
326973,Biratnagar,Premium,0.1,220,1,0
582766,Kathmandu,Premium,3.48,559,1,0
705860,Biratnagar,Standard,8.47,26,4,0
618744,Biratnagar,Basic,0.2,404,0,0
702553,Lalitpur,Standard,2.28,323,0,0
912518,Dharan,Basic,2.67,112,3,0
351174,Butwal,Basic,4.38,330,4,0
342898,Dharan,Premium,8.58,359,3,0
678107,Biratnagar,Standard,9.67,376,5,1
766548,Butwal,Standard,2.85,274,1,0
818630,Kathmandu,Premium,6.36,377,2,1
838403,Kathmandu,Standard,6.4,88,2,0
472431,Bhaktapur,Basic,3.15,55,0,0
816108,Bhaktapur,Premium,5.55,230,0,0
677151,Kathmandu,Standard,3.49,330,4,0
121027,Lalitpur,Basic,4.38,406,2,1
860610,Bhaktapur,Premium,5.32,140,3,1
209996,Pokhara,Standard,3.05,285,3,1
653499,Biratnagar,Premium,8.56,551,1,0
113236,Kathmandu,Premium,9.2,548,5,0
948894,Bhaktapur,Premium,3.56,84,0,1
772674,Biratnagar,Standard,6.89,448,2,0
276468,Bhaktapur,Basic,6.93,318,0,0
802093,Butwal,Basic,9.62,475,4,1
230127,Biratnagar,Premium,1.49,298,0,1
178141,Biratnagar,Premium,0.8,371,3,1
980843,Biratnagar,Premium,3.52,131,2,0
826397,Bhaktapur,Basic,7.79,304,0,0
102956,Biratnagar,Basic,2.22,29,4,1
280356,Pokhara,Basic,8.75,444,1,1
477375,Lalitpur,Premium,1.99,312,5,0
831615,Kathmandu,Basic,8.56,556,0,0
196210,Butwal,Standard,4.15,84,3,1
763503,Lalitpur,Basic,0.75,288,4,1
780885,Lalitpur,Standard,1.66,591,2,0
624939,Butwal,Basic,4.43,314,3,1
288912,Biratnagar,Basic,0.29,426,2,1
243807,Kathmandu,Basic,8.14,519,3,1
855860,Lalitpur,Premium,9.81,317,5,1
287059,Lalitpur,Standard,6.44,470,0,1
859224,Kathmandu,Basic,5.27,389,5,0
326385,Butwal,Premium,6.36,20,4,1
695723,Pokhara,Standard,6.14,392,3,0
425067,Kathmandu,Premium,8.46,517,0,1
730312,Biratnagar,Standard,9.26,123,1,1
663480,Lalitpur,Premium,9.2,403,1,1
369617,Lalitpur,Standard,2.47,455,5,0
729335,Butwal,Premium,0.66,90,4,0
973001,Bhaktapur,Basic,0.24,542,4,1
771304,Biratnagar,Premium,1.47,37,4,0
460279,Pokhara,Premium,1.68,289,3,1
591203,Pokhara,Basic,2.02,288,3,1
875196,Dharan,Standard,8.01,174,1,1
975182,Dharan,Standard,6.89,214,5,1
270213,Dharan,Standard,8.28,584,3,1
429145,Bhaktapur,Premium,7.73,462,2,1
896262,Bhaktapur,Standard,3.1,51,3,1
562168,Bhaktapur,Premium,6.43,416,4,0
560158,Biratnagar,Premium,8.21,361,4,0
405464,Kathmandu,Premium,3.83,62,5,1
412346,Butwal,Basic,0.79,525,4,0
922799,Butwal,Premium,5.45,26,3,0
157559,Dharan,Standard,2.21,305,0,0
894914,Bhaktapur,Basic,2.08,552,0,1
316324,Pokhara,Premium,2.52,428,0,0
577486,Butwal,Premium,7.09,512,3,0
777927,Bhaktapur,Premium,8.2,10,2,0
963904,Kathmandu,Premium,6.39,552,2,0
532105,Butwal,Premium,7.53,397,5,0
824460,Dharan,Basic,1.53,309,1,0
352065,Dharan,Basic,0.63,149,2,0
459797,Pokhara,Standard,7.56,159,1,0
239330,Kathmandu,Premium,1.33,78,0,0
797052,Butwal,Basic,6.28,166,4,1
161357,Pokhara,Standard,7.81,225,5,1
175391,Pokhara,Premium,0.22,515,4,0
212962,Lalitpur,Premium,3.96,208,2,0
660645,Kathmandu,Basic,9.26,113,3,1
660818,Bhaktapur,Basic,7.82,462,5,1
698094,Dharan,Standard,9.32,597,3,1
264267,Bhaktapur,Basic,1.22,507,1,0
330584,Kathmandu,Basic,4.69,72,0,1
416453,Kathmandu,Premium,8.76,458,0,0
978998,Biratnagar,Standard,0.52,85,1,0
722955,Bhaktapur,Premium,6.14,170,2,0
903959,Bhaktapur,Standard,6.58,572,4,0
896353,Lalitpur,Basic,1.64,27,0,0
695476,Kathmandu,Standard,0.33,467,3,0
816840,Kathmandu,Premium,5.52,315,3,0
346040,Biratnagar,Basic,6.87,392,2,1
481592,Lalitpur,Premium,4.3,358,3,0
580520,Bhaktapur,Standard,0.41,17,4,0
652266,Pokhara,Standard,5.76,414,5,1
454518,Dharan,Standard,1.36,15,5,1
106020,Dharan,Basic,5.14,250,3,1
542153,Kathmandu,Premium,6.71,135,0,0
814141,Biratnagar,Basic,0.93,31,0,1
432219,Butwal,Basic,2.75,404,1,0
366101,Bhaktapur,Standard,2.93,119,2,1
570170,Lalitpur,Standard,2.42,76,2,1
641684,Butwal,Standard,9.75,114,5,0
161613,Kathmandu,Basic,5.15,44,2,1
146478,Butwal,Standard,8.2,441,3,0
552065,Kathmandu,Basic,7.09,423,1,1
599150,Lalitpur,Premium,6.39,305,4,1
113711,Biratnagar,Premium,8.19,229,2,1
639290,Lalitpur,Standard,0.65,95,3,1
918334,Pokhara,Basic,7.35,206,2,1
606664,Pokhara,Standard,1.45,82,4,1
826948,Dharan,Premium,7.11,259,4,1
240804,Lalitpur,Standard,8.6,536,1,1
855347,Kathmandu,Basic,9.24,408,4,0
969001,Pokhara,Basic,6.37,450,4,0
609387,Lalitpur,Premium,6.05,207,0,1
735043,Kathmandu,Premium,3.12,574,3,0
991584,Butwal,Basic,4.17,260,0,1
675463,Lalitpur,Premium,0.31,335,0,1
984303,Bhaktapur,Standard,7.98,12,1,0
792803,Bhaktapur,Standard,9.91,49,1,1
181592,Dharan,Basic,7.55,373,0,1
668596,Lalitpur,Premium,5.88,59,5,1
997186,Dharan,Standard,6.39,497,4,1
437011,Kathmandu,Standard,8.39,281,3,0
734221,Lalitpur,Standard,3.06,367,1,0
220016,Pokhara,Basic,9.63,280,2,1
903123,Dharan,Premium,0.53,215,1,1
300739,Kathmandu,Premium,5.61,20,4,1
154651,Pokhara,Premium,3.67,405,2,0
193498,Dharan,Standard,8.81,333,2,0
894915,Butwal,Basic,8.34,535,5,1
292666,Biratnagar,Basic,9.91,594,1,1
820101,Biratnagar,Standard,8.82,252,4,1
415885,Biratnagar,Standard,2.95,567,5,0
982448,Pokhara,Standard,9.2,571,0,1
373881,Kathmandu,Standard,8.02,313,0,0
252948,Butwal,Basic,1.99,367,3,0
214577,Biratnagar,Premium,6.63,419,3,1
276528,Pokhara,Basic,9.01,313,5,1
257942,Biratnagar,Basic,5.72,521,0,1
576053,Biratnagar,Basic,2.8,346,4,0
517224,Kathmandu,Basic,4.61,518,4,0
167144,Bhaktapur,Premium,1.2,196,3,1
389553,Butwal,Standard,3.82,336,5,1
175242,Lalitpur,Premium,1.2,474,0,1
923577,Dharan,Basic,8.91,529,0,1
614780,Dharan,Premium,7.78,279,1,1
114984,Butwal,Basic,2.49,86,1,0
854729,Biratnagar,Basic,9.86,554,4,1
775948,Bhaktapur,Basic,4.27,221,1,0
378525,Bhaktapur,Standard,4.49,541,2,0
694513,Biratnagar,Basic,7.94,388,0,0
679943,Biratnagar,Standard,8.64,25,4,0
953258,Butwal,Premium,1.06,128,4,1
176342,Kathmandu,Standard,5.73,24,3,1
615236,Pokhara,Premium,3.92,199,1,1
978029,Biratnagar,Premium,4.48,359,1,0
407850,Butwal,Premium,5.11,104,0,0
977777,Kathmandu,Premium,4.55,75,5,1
972878,Lalitpur,Premium,0.56,493,4,1
251252,Lalitpur,Standard,9.32,150,0,0
230525,Kathmandu,Standard,6.43,348,5,0
412086,Dharan,Premium,4.52,585,5,0
181070,Dharan,Standard,6.88,115,3,0
289964,Kathmandu,Basic,3.29,521,0,0
831627,Dharan,Standard,1.39,284,1,1
255656,Butwal,Basic,5.88,262,5,0
622641,Bhaktapur,Premium,7.14,79,1,1
691157,Bhaktapur,Premium,5.24,116,0,0
454108,Kathmandu,Premium,8.41,463,3,1
671198,Kathmandu,Premium,5.45,367,5,1
990768,Butwal,Standard,5.07,450,2,0
432221,Butwal,Basic,7.91,402,0,1
621471,Biratnagar,Standard,2.99,500,0,0
186390,Kathmandu,Basic,3.84,15,2,0
719689,Bhaktapur,Basic,0.88,431,4,1
575096,Biratnagar,Premium,3.27,255,2,1
407320,Kathmandu,Basic,5.51,122,5,1
463256,Dharan,Basic,6.75,232,1,0
148163,Dharan,Basic,2.6,166,1,1
848832,Dharan,Standard,0.45,489,5,0
961640,Pokhara,Standard,4.6,79,0,1
747920,Dharan,Standard,1.44,147,2,1
313067,Kathmandu,Basic,9.87,253,3,1
229645,Butwal,Basic,7.68,29,1,0
720078,Pokhara,Basic,1.89,435,3,1
762418,Kathmandu,Basic,8.78,58,1,1
220572,Butwal,Basic,0.32,508,3,1
824181,Biratnagar,Standard,8.99,396,5,1
534828,Biratnagar,Premium,0.29,80,5,1
322568,Kathmandu,Standard,3.52,170,0,1
591459,Dharan,Standard,3.96,330,3,1
408335,Lalitpur,Basic,2.09,599,0,0
730764,Dharan,Standard,7.05,357,4,1
998870,Lalitpur,Premium,1.69,209,0,1
505845,Lalitpur,Premium,7.47,136,2,0
316972,Kathmandu,Standard,0.4,243,3,1
812547,Dharan,Premium,5.24,581,4,0
701042,Kathmandu,Premium,8.73,589,1,0
711677,Lalitpur,Standard,8.98,213,0,1
862666,Kathmandu,Standard,0.97,470,0,0
418007,Kathmandu,Basic,7.84,300,2,0
416707,Butwal,Standard,7.42,13,1,1
807825,Pokhara,Standard,4.04,570,5,1
102377,Butwal,Basic,6.95,492,3,0
472999,Kathmandu,Basic,5.26,436,3,1
867224,Bhaktapur,Premium,6.39,555,2,1
272705,Lalitpur,Standard,8.3,465,3,0
516711,Butwal,Basic,9.88,520,1,1
436998,Pokhara,Basic,9.74,504,4,1
453968,Kathmandu,Standard,4.56,307,2,1
549636,Kathmandu,Standard,8.83,577,0,1
799093,Kathmandu,Standard,7.04,133,2,0
820618,Biratnagar,Premium,9.61,583,1,0
205737,Pokhara,Standard,8.82,209,1,0
276615,Lalitpur,Premium,0.9,323,5,0
117549,Bhaktapur,Premium,0.89,30,2,0
572973,Pokhara,Standard,7.78,577,3,1
795474,Lalitpur,Premium,2.2,168,4,1
877667,Dharan,Basic,1.21,308,0,0
883112,Biratnagar,Basic,1.82,115,1,1
519718,Pokhara,Premium,0.26,306,0,0
640661,Pokhara,Premium,9.46,35,5,0
143746,Lalitpur,Premium,9.18,67,4,1
801286,Butwal,Basic,6.03,49,3,0
544685,Bhaktapur,Standard,2.2,579,1,0
655898,Butwal,Standard,7.58,450,0,1
345821,Kathmandu,Standard,3.79,347,4,1
825244,Lalitpur,Premium,8.36,111,4,1
855205,Butwal,Basic,8.68,417,5,1
477601,Dharan,Premium,8.23,581,0,0
771254,Lalitpur,Premium,4.38,565,5,1
198352,Lalitpur,Basic,3.68,470,2,1
719604,Pokhara,Premium,8.47,67,1,0
676848,Dharan,Premium,5.63,582,1,0
656244,Dharan,Basic,4.17,242,5,1
243237,Pokhara,Basic,0.57,594,5,0
431373,Lalitpur,Basic,5.61,74,2,1
689691,Lalitpur,Standard,8.19,302,1,1
546550,Dharan,Standard,6.61,474,3,1
631039,Pokhara,Basic,4.89,468,2,1
239754,Pokhara,Premium,0.59,142,4,0
807653,Butwal,Basic,6.83,578,4,0
524394,Biratnagar,Premium,6.73,218,5,1
323876,Lalitpur,Standard,9.2,338,3,0
683732,Dharan,Standard,5.73,543,3,1
755033,Kathmandu,Basic,5.95,43,0,0
875270,Kathmandu,Basic,3.71,443,1,0
326814,Bhaktapur,Premium,4.79,227,3,0
805486,Pokhara,Basic,7.32,172,5,1
122566,Lalitpur,Premium,2.34,480,5,0
254962,Dharan,Premium,0.5,78,1,0
830820,Biratnagar,Standard,8.92,556,5,1
527110,Dharan,Premium,3.84,42,5,0
861619,Bhaktapur,Premium,1.96,488,0,1
475477,Lalitpur,Standard,7.21,500,3,1
932554,Lalitpur,Standard,8.55,120,0,1
148571,Butwal,Premium,0.32,189,1,0
773774,Kathmandu,Premium,5.8,398,0,0
409113,Butwal,Standard,8.62,339,3,1
428494,Pokhara,Standard,3.01,313,1,0
686145,Butwal,Standard,9.62,202,0,0
583245,Dharan,Standard,5.46,237,1,1
815773,Lalitpur,Premium,6.96,142,5,0
265866,Biratnagar,Premium,3.4,341,1,0
744401,Dharan,Standard,7.67,252,1,0
906459,Pokhara,Standard,4.07,384,3,1
821420,Dharan,Premium,3.31,497,0,0
265908,Dharan,Basic,5.02,395,4,0
635289,Bhaktapur,Premium,4.0,323,4,1
583275,Butwal,Basic,2.36,200,0,1
945084,Biratnagar,Premium,9.07,438,3,0
504584,Pokhara,Standard,0.69,196,5,1
632004,Kathmandu,Premium,6.53,198,1,0
928952,Kathmandu,Basic,6.16,109,0,1
189205,Butwal,Standard,2.93,57,1,1
451383,Biratnagar,Standard,1.08,575,1,0
732165,Dharan,Premium,9.38,272,2,1
483498,Bhaktapur,Standard,0.91,393,3,1
465047,Butwal,Standard,2.58,136,3,1
919924,Biratnagar,Standard,4.07,120,5,0
944791,Biratnagar,Basic,8.86,491,1,0
227163,Dharan,Basic,3.27,35,4,1
730998,Lalitpur,Standard,4.82,171,0,0
932784,Bhaktapur,Premium,8.95,349,5,0
202016,Kathmandu,Basic,9.45,115,5,0
654177,Butwal,Basic,0.18,127,0,1
863427,Lalitpur,Basic,8.98,248,4,0
568200,Bhaktapur,Standard,0.52,218,2,0
182040,Butwal,Standard,3.79,91,3,0
663379,Lalitpur,Premium,0.44,206,3,1
713390,Kathmandu,Premium,2.17,505,3,0
886395,Butwal,Basic,8.1,153,5,0
262994,Dharan,Premium,2.66,129,2,1
685453,Bhaktapur,Standard,9.44,343,2,0
609350,Dharan,Standard,3.5,326,3,1
159749,Bhaktapur,Standard,1.22,202,1,0
654747,Pokhara,Basic,5.14,237,5,1
568997,Pokhara,Standard,0.24,231,1,1
566697,Butwal,Basic,1.02,95,2,1
773986,Dharan,Premium,6.1,491,4,1
566153,Lalitpur,Premium,1.93,175,1,1
815475,Dharan,Premium,4.62,186,0,1
493681,Bhaktapur,Premium,7.42,501,0,1
250864,Bhaktapur,Basic,0.5,183,0,1
313026,Pokhara,Standard,8.64,104,4,1
373203,Biratnagar,Standard,8.85,565,0,0
204683,Dharan,Premium,4.56,78,0,0
840170,Butwal,Basic,7.0,61,1,1
218503,Biratnagar,Standard,2.69,447,4,0
739614,Dharan,Premium,4.51,484,0,0
606787,Lalitpur,Premium,4.34,152,1,1
642186,Pokhara,Basic,1.31,522,3,0
491244,Pokhara,Standard,5.42,173,3,0
665857,Bhaktapur,Premium,2.02,535,4,1
788326,Biratnagar,Premium,2.86,224,5,1
824788,Dharan,Standard,8.06,115,0,1
978299,Kathmandu,Premium,6.86,564,4,0
690446,Dharan,Standard,1.92,351,4,1
689595,Biratnagar,Premium,4.85,225,1,1
123340,Butwal,Premium,0.34,56,1,0
882741,Dharan,Standard,3.84,405,4,1
563467,Biratnagar,Basic,0.15,378,1,1
906589,Lalitpur,Premium,7.65,107,5,0
249370,Bhaktapur,Standard,4.43,114,5,1
200934,Bhaktapur,Standard,4.48,584,2,0
477166,Biratnagar,Standard,0.85,456,4,1
808785,Pokhara,Standard,6.87,376,0,1
687600,Biratnagar,Premium,3.13,211,5,1
770170,Kathmandu,Basic,7.65,280,1,1
121672,Dharan,Basic,0.97,265,2,1
618170,Pokhara,Standard,9.79,528,2,0
869186,Kathmandu,Standard,9.76,549,0,1
464699,Butwal,Standard,2.76,220,2,0
418443,Pokhara,Standard,2.35,118,4,0
667750,Butwal,Premium,8.8,495,1,0
838428,Dharan,Standard,5.41,426,2,0
361834,Pokhara,Standard,9.19,579,0,0
706489,Dharan,Premium,7.43,347,0,0
934613,Dharan,Standard,0.68,37,1,0
833333,Butwal,Basic,0.34,95,3,1
934305,Pokhara,Premium,0.39,528,5,0
574510,Butwal,Standard,5.77,591,3,0
231219,Pokhara,Standard,6.68,415,2,0
135418,Kathmandu,Premium,6.83,323,2,0
192125,Pokhara,Basic,0.98,176,0,0
374157,Dharan,Standard,6.49,431,2,0
862552,Dharan,Standard,4.77,235,5,1
243580,Kathmandu,Basic,2.8,274,4,0
289627,Butwal,Premium,1.35,33,3,1
436664,Bhaktapur,Basic,7.52,87,5,0
795086,Biratnagar,Standard,6.38,234,4,0
111301,Pokhara,Basic,8.02,22,3,0
715936,Biratnagar,Premium,8.92,515,3,1
200691,Biratnagar,Premium,9.55,199,2,1
355321,Lalitpur,Premium,3.84,438,0,0
772663,Kathmandu,Premium,9.27,538,2,1
784844,Pokhara,Premium,4.63,462,4,0
779602,Butwal,Premium,0.61,438,1,0
932610,Dharan,Standard,7.82,179,0,1
508098,Biratnagar,Basic,7.39,76,1,0
414377,Bhaktapur,Basic,7.93,525,4,0
940271,Bhaktapur,Premium,1.13,260,0,1
858913,Butwal,Basic,1.72,192,1,1
811755,Kathmandu,Basic,9.4,521,3,1
880076,Butwal,Basic,1.4,514,1,0
498405,Kathmandu,Basic,9.5,256,5,1
944090,Bhaktapur,Basic,0.69,512,4,0
946872,Bhaktapur,Premium,8.61,216,0,0
494041,Dharan,Premium,3.26,272,4,1
385221,Pokhara,Basic,0.56,267,1,0
999245,Pokhara,Basic,3.25,449,3,1
678309,Dharan,Basic,1.65,260,2,0
400430,Butwal,Basic,2.99,243,3,0
625205,Lalitpur,Premium,5.85,99,4,0
910852,Biratnagar,Standard,3.8,175,4,1
466751,Dharan,Basic,1.17,111,4,1
196464,Bhaktapur,Standard,6.5,457,2,1
130741,Dharan,Premium,9.2,182,3,0
147429,Dharan,Premium,5.18,328,3,0
345775,Biratnagar,Standard,1.55,30,1,0
657129,Pokhara,Basic,6.99,30,2,1
871427,Bhaktapur,Basic,9.16,138,1,0
960704,Pokhara,Basic,3.31,17,2,0
658391,Biratnagar,Basic,6.62,256,4,1
397381,Biratnagar,Standard,4.94,456,1,0
716919,Pokhara,Premium,0.42,443,4,0
775082,Lalitpur,Basic,8.08,74,2,0
475050,Dharan,Premium,5.52,235,3,1
993890,Lalitpur,Standard,6.77,427,5,0
443186,Dharan,Basic,3.1,145,3,0
152572,Biratnagar,Standard,6.89,356,0,0
236990,Bhaktapur,Premium,5.52,286,1,1
817635,Biratnagar,Standard,2.39,60,1,1
275909,Lalitpur,Basic,5.12,533,2,1
567599,Kathmandu,Standard,6.07,588,1,0
431432,Dharan,Basic,4.12,261,4,0
153894,Bhaktapur,Basic,4.23,195,3,0
871758,Butwal,Standard,5.24,188,3,0
781357,Butwal,Standard,8.93,211,1,0
627311,Dharan,Standard,0.7,557,1,1
660760,Biratnagar,Basic,2.01,146,3,0
335789,Biratnagar,Standard,5.28,480,4,0
442800,Bhaktapur,Basic,5.25,46,1,1
638709,Dharan,Standard,3.27,55,2,1
122182,Lalitpur,Basic,1.54,309,5,1
268988,Lalitpur,Standard,3.89,329,2,0
470493,Bhaktapur,Basic,3.93,49,4,0
188014,Biratnagar,Premium,2.9,267,3,0
357265,Dharan,Standard,4.58,374,4,1
154387,Lalitpur,Premium,6.01,524,3,1
459518,Bhaktapur,Standard,3.98,188,2,0
