tower_id,timestamp,data_load_MB,active_users,network_type
TWR8817,2025-10-27 07:30:42.880533,1948.86,194,4G
TWR6506,2025-10-27 11:06:33.317185,2154.22,321,VoLTE
TWR5230,2025-11-19 17:49:03.522356,2138.69,277,5G
TWR9531,2025-11-01 21:28:23.884931,1327.92,426,5G
TWR2986,2025-11-07 17:12:15.471392,439.8,290,5G
TWR1926,2025-11-05 22:23:19.503695,1941.76,361,4G
TWR4132,2025-11-11 22:10:16.986041,3939.44,161,VoLTE
TWR2486,2025-11-22 18:14:51.463758,3473.81,308,4G
TWR7356,2025-11-23 21:16:50.382272,578.59,440,5G
TWR9872,2025-11-05 03:34:25.945127,1232.46,51,VoLTE
TWR8484,2025-11-09 13:16:32.816311,4064.61,259,VoLTE
TWR8313,2025-11-20 13:11:38.100909,3959.77,441,4G
TWR7093,2025-11-17 13:38:50.736970,634.84,393,5G
TWR6771,2025-11-21 02:44:56.454972,146.67,164,VoLTE
TWR9554,2025-11-08 20:34:49.074893,2331.25,11,VoLTE
TWR6614,2025-11-10 22:40:31.458308,2519.08,444,VoLTE
TWR8715,2025-10-26 19:09:38.149155,1623.57,316,VoLTE
TWR8530,2025-11-12 11:45:53.092472,3326.14,231,4G
TWR5095,2025-10-30 16:43:01.999674,4455.59,138,5G
TWR2191,2025-11-18 14:23:06.303053,4748.31,366,5G
TWR2718,2025-10-26 12:36:50.759909,3391.9,104,4G
TWR8403,2025-11-01 11:39:17.842486,1406.23,18,4G
TWR9444,2025-11-07 16:18:29.006510,2818.18,127,5G
TWR4184,2025-10-26 21:22:57.748215,158.07,77,4G
TWR7005,2025-10-30 16:04:43.137942,1739.86,385,VoLTE
TWR1884,2025-10-28 02:52:45.548136,1407.59,13,4G
TWR5110,2025-11-11 19:59:16.188970,1210.74,407,4G
TWR3566,2025-10-30 04:14:24.373096,1103.48,409,4G
TWR8261,2025-11-16 02:26:03.863538,3434.04,150,VoLTE
TWR7013,2025-11-12 00:14:28.247336,2299.48,220,4G
TWR5607,2025-11-07 07:29:24.697273,2286.99,477,4G
TWR7446,2025-11-19 14:16:59.203938,4409.64,191,VoLTE
TWR9976,2025-11-12 16:08:11.666850,4656.35,179,5G
TWR4718,2025-11-09 04:28:59.503675,831.98,392,VoLTE
TWR7297,2025-10-26 21:41:31.537153,526.7,407,VoLTE
TWR7289,2025-11-05 18:30:27.481302,4207.78,100,5G
TWR5371,2025-11-09 16:51:59.613960,3907.21,286,4G
TWR8947,2025-11-21 06:39:25.260437,4401.69,439,5G
TWR4338,2025-11-16 11:53:48.376287,4594.5,391,VoLTE
TWR6545,2025-11-25 06:05:03.286830,3462.54,428,VoLTE
TWR8672,2025-11-24 13:02:16.441500,3993.87,395,5G
TWR6834,2025-11-19 21:20:15.951284,1114.06,194,5G
TWR6717,2025-11-10 22:51:02.443833,3477.7,441,5G
TWR4331,2025-11-08 06:15:01.967607,3439.47,131,VoLTE
TWR9189,2025-10-31 20:49:08.040286,2523.45,437,5G
TWR3782,2025-11-17 02:20:12.897270,554.36,238,5G
TWR7416,2025-11-03 22:01:00.516972,568.92,367,VoLTE
TWR9468,2025-11-11 18:25:16.257316,3531.3,452,VoLTE
TWR2789,2025-11-13 16:08:21.083238,4400.45,55,VoLTE
TWR5861,2025-11-15 11:55:59.878337,4293.73,500,VoLTE
TWR3966,2025-11-01 11:35:31.348080,2158.48,285,4G
TWR6878,2025-10-30 13:11:01.009961,495.78,244,VoLTE
TWR4185,2025-11-13 19:25:29.318270,2983.05,63,5G
TWR3440,2025-11-12 13:24:54.947338,896.68,484,4G
TWR9747,2025-11-01 13:25:26.796634,3336.56,100,VoLTE
TWR3915,2025-10-30 11:56:25.612190,2298.24,220,4G
TWR8444,2025-11-22 15:44:37.859060,2233.12,444,4G
TWR2811,2025-11-22 14:59:53.569511,1644.95,180,5G
TWR4323,2025-11-05 01:16:12.728715,3295.83,264,VoLTE
TWR7730,2025-11-16 15:16:52.758471,3375.96,495,4G
TWR5379,2025-11-08 02:05:30.341374,103.21,105,4G
TWR1214,2025-11-19 01:18:23.631539,1701.69,174,5G
TWR7720,2025-11-21 03:42:51.537601,1738.49,389,5G
TWR6808,2025-11-11 00:02:23.884229,2740.61,76,VoLTE
TWR9569,2025-11-25 01:23:02.324146,1670.57,115,VoLTE
TWR2115,2025-11-17 14:24:02.393085,2326.83,377,5G
TWR4374,2025-11-19 06:55:17.661192,4395.87,389,4G
TWR3572,2025-11-25 05:11:15.803219,1292.46,230,5G
TWR5719,2025-11-06 12:53:50.975929,711.24,382,4G
TWR8596,2025-10-30 14:07:39.814221,4215.36,397,VoLTE
TWR5856,2025-11-08 18:54:39.426085,3666.0,432,VoLTE
TWR5608,2025-11-03 03:49:57.914188,1459.43,386,VoLTE
TWR2627,2025-11-16 08:10:36.336765,878.61,374,5G
TWR8906,2025-11-14 07:02:29.918653,1122.4,319,4G
TWR1735,2025-11-07 18:20:48.214387,1949.07,242,VoLTE
TWR8055,2025-11-12 19:33:19.047671,4402.15,211,VoLTE
TWR1217,2025-10-28 14:04:09.318253,4528.79,476,VoLTE
TWR9647,2025-11-07 12:03:38.752249,2065.6,136,4G
TWR2981,2025-11-23 23:35:19.139014,925.75,131,5G
TWR5153,2025-11-02 18:50:12.349928,4180.04,391,4G
TWR4136,2025-11-24 11:14:52.818240,3045.85,113,VoLTE
TWR6846,2025-11-09 20:06:08.046937,4501.14,474,5G
TWR4107,2025-11-03 16:52:37.787937,445.55,456,4G
TWR6602,2025-11-13 19:35:10.649908,2461.42,165,VoLTE
TWR5516,2025-11-15 05:21:43.004666,4242.72,434,VoLTE
TWR9517,2025-11-02 01:46:52.153359,521.45,353,5G
TWR2589,2025-11-23 20:00:44.429854,713.19,293,4G
TWR1356,2025-11-13 12:03:36.252652,1733.57,378,5G
TWR6629,2025-11-12 18:23:01.346634,2750.7,385,4G
TWR4652,2025-10-31 17:37:22.556392,251.05,305,4G
TWR1572,2025-11-02 09:42:49.898626,4581.15,240,5G
TWR7496,2025-11-01 14:50:47.047918,3384.32,135,5G
TWR6899,2025-10-31 13:21:27.113694,4396.69,464,5G
TWR9491,2025-11-18 16:27:17.322039,1044.72,376,4G
TWR9685,2025-11-21 18:42:25.842359,1362.48,464,4G
TWR7640,2025-11-17 12:46:43.348186,499.99,197,4G
TWR1786,2025-11-14 20:44:46.638800,2096.95,24,4G
TWR1618,2025-11-07 18:50:17.560066,226.65,103,5G
TWR8026,2025-11-12 05:59:42.303352,1549.86,55,VoLTE
TWR3981,2025-11-01 09:30:02.614627,1554.99,213,5G
TWR2388,2025-11-03 15:31:16.259745,1809.81,279,VoLTE
TWR4295,2025-11-13 19:17:37.821723,2790.6,362,5G
TWR6715,2025-11-07 11:09:54.048858,3890.36,283,5G
TWR2335,2025-11-06 01:57:37.226908,588.15,47,VoLTE
TWR5970,2025-11-04 23:38:52.153928,759.83,45,5G
TWR1120,2025-11-19 12:04:58.511132,1574.36,495,5G
TWR6267,2025-11-03 19:12:04.395618,864.58,298,4G
TWR6377,2025-11-04 17:43:44.999199,2353.1,73,5G
TWR7539,2025-11-05 00:18:55.068165,2640.77,74,VoLTE
TWR4133,2025-11-23 03:56:59.953978,2437.94,73,VoLTE
TWR1514,2025-11-12 16:48:30.833902,3688.18,98,4G
TWR4816,2025-11-23 07:49:33.237276,454.33,18,5G
TWR2292,2025-10-27 17:13:20.098958,423.76,80,VoLTE
TWR9825,2025-11-16 22:12:33.622956,4911.65,235,VoLTE
TWR9685,2025-11-16 11:40:23.037482,4420.64,67,VoLTE
TWR9193,2025-11-07 14:00:39.297058,867.41,456,4G
TWR4455,2025-11-13 03:59:54.268037,1811.24,257,VoLTE
TWR7337,2025-10-28 10:27:38.480662,4438.02,85,VoLTE
TWR8958,2025-10-29 21:49:49.461169,4912.59,330,5G
TWR6689,2025-10-29 04:03:15.297198,947.75,14,4G
TWR5154,2025-11-18 12:21:20.565517,410.24,209,5G
TWR2800,2025-10-27 01:14:28.404548,639.19,331,5G
TWR8399,2025-10-29 09:34:33.176132,4009.74,304,VoLTE
TWR6154,2025-11-22 22:28:55.831372,2871.63,373,VoLTE
TWR2516,2025-10-31 08:36:21.389680,1756.94,396,VoLTE
TWR6001,2025-11-15 16:44:30.789997,2714.09,291,5G
TWR5934,2025-11-08 05:00:35.438187,1268.49,154,5G
TWR4343,2025-10-29 01:59:50.961587,1468.98,17,5G
TWR2281,2025-11-04 23:06:19.665354,1805.31,489,5G
TWR9183,2025-11-02 07:01:25.232762,3501.62,442,VoLTE
TWR3609,2025-11-09 10:23:55.112937,3641.56,90,5G
TWR2680,2025-11-13 13:02:05.961895,466.38,371,5G
TWR3750,2025-10-29 01:34:37.633951,1373.1,51,4G
TWR8441,2025-11-17 22:23:32.180566,1773.29,455,4G
TWR5135,2025-11-15 06:32:31.549966,396.82,39,VoLTE
TWR5676,2025-10-30 08:48:28.610544,4457.33,495,4G
TWR2259,2025-11-22 16:19:32.061324,4563.38,119,4G
TWR8894,2025-11-07 23:01:46.050354,2582.56,243,4G
TWR8575,2025-11-25 04:40:34.231575,2502.11,277,VoLTE
TWR3745,2025-11-07 11:07:20.704062,680.21,278,VoLTE
TWR4091,2025-11-03 08:23:19.332671,976.27,227,VoLTE
TWR7424,2025-11-07 05:46:25.626635,1519.64,427,VoLTE
TWR2302,2025-11-17 22:31:54.058846,3814.86,452,4G
TWR5970,2025-11-07 03:02:46.741374,1117.38,197,4G
TWR5341,2025-11-19 08:03:10.616605,487.51,394,5G
TWR3837,2025-11-17 14:09:12.766314,3316.81,88,5G
TWR9520,2025-11-18 11:42:04.702429,1674.56,402,5G
TWR5900,2025-10-31 23:59:09.338049,515.22,82,VoLTE
TWR1914,2025-11-15 00:51:08.897448,4725.2,466,4G
TWR7322,2025-11-08 03:41:58.338021,3124.43,27,VoLTE
TWR6581,2025-11-22 18:29:23.388107,1320.48,51,4G
TWR5715,2025-11-15 23:54:15.248899,3061.7,90,VoLTE
TWR3044,2025-11-21 20:25:08.668605,171.56,161,5G
TWR1104,2025-11-18 10:42:03.841745,1170.03,330,VoLTE
TWR7560,2025-11-20 18:28:59.984212,2005.74,429,VoLTE
TWR9851,2025-11-24 13:10:26.925534,2306.9,344,5G
TWR9524,2025-11-02 04:22:44.822004,1937.08,207,VoLTE
TWR6394,2025-11-16 13:39:51.883269,2493.87,386,5G
TWR9750,2025-11-08 17:47:55.458252,2954.49,229,4G
TWR5562,2025-10-28 18:02:14.509384,211.14,117,VoLTE
TWR4441,2025-11-12 06:37:32.713429,3392.04,123,4G
TWR6915,2025-10-28 00:32:34.335488,1676.37,444,VoLTE
TWR3638,2025-11-23 16:39:15.459926,607.57,148,4G
TWR8762,2025-11-12 01:12:14.937045,2625.63,357,VoLTE
TWR4180,2025-11-04 03:04:22.035604,298.18,477,5G
TWR3164,2025-11-21 01:08:21.034204,1101.34,350,5G
TWR2073,2025-11-06 21:15:20.176194,3427.08,415,5G
TWR5092,2025-10-29 04:54:01.924133,4758.64,483,4G
TWR8863,2025-11-20 20:05:07.891906,1692.79,218,VoLTE
TWR7144,2025-11-08 06:39:40.753265,295.18,366,5G
TWR1721,2025-10-31 07:40:58.658892,4993.49,219,VoLTE
TWR2540,2025-11-03 10:23:44.134062,1889.73,481,5G
TWR9707,2025-11-14 21:48:36.128572,2282.2,426,5G
TWR2126,2025-11-21 11:01:47.916817,3865.71,497,VoLTE
TWR9879,2025-11-12 03:35:21.995774,4022.19,55,VoLTE
TWR4727,2025-11-09 13:58:31.426591,418.1,366,VoLTE
TWR3883,2025-11-12 07:13:05.084905,4515.52,268,5G
TWR9751,2025-10-26 11:21:38.993213,3717.51,265,5G
TWR3681,2025-11-19 23:21:20.775772,2472.26,398,VoLTE
TWR1765,2025-11-17 14:29:38.431414,3219.54,273,VoLTE
TWR7240,2025-10-26 12:01:28.841004,1992.04,98,VoLTE
TWR3864,2025-11-10 19:34:03.032786,1041.95,312,4G
TWR7426,2025-11-09 04:35:55.309680,3794.19,466,4G
TWR6558,2025-11-01 13:36:28.077109,1916.23,160,5G
TWR4034,2025-11-06 06:45:15.386838,4391.69,118,VoLTE
TWR9569,2025-11-21 15:42:36.881101,756.38,148,5G
TWR8854,2025-11-13 01:03:22.720602,3908.92,148,5G
TWR8130,2025-11-18 21:44:02.892175,4592.94,100,5G
TWR7493,2025-11-12 10:49:51.492852,1341.37,65,5G
TWR3517,2025-11-13 06:15:46.088532,2024.52,383,VoLTE
TWR7141,2025-11-20 05:40:07.605258,2226.11,90,4G
TWR7020,2025-11-13 22:24:27.155047,4169.33,200,5G
TWR3486,2025-11-08 18:26:37.373789,2405.61,124,4G
TWR7490,2025-11-20 14:37:50.939525,958.91,79,VoLTE
TWR7863,2025-11-18 05:31:38.893546,3970.03,223,5G
TWR5671,2025-11-11 01:33:45.120914,2335.35,167,VoLTE
TWR7513,2025-11-01 09:28:16.007814,4180.87,227,5G
TWR3222,2025-11-11 08:50:27.158039,2890.53,376,VoLTE
TWR3394,2025-11-25 00:16:46.190146,1248.55,346,4G
TWR6394,2025-11-08 02:18:19.520973,677.98,413,VoLTE
TWR3818,2025-11-20 05:26:06.321107,1574.71,361,VoLTE
TWR2606,2025-11-16 19:47:53.365012,3869.68,25,VoLTE
TWR5129,2025-11-13 09:36:41.654228,2701.51,197,VoLTE
TWR6960,2025-11-15 20:29:38.192137,2180.8,276,5G
TWR9259,2025-11-16 18:15:45.882164,2132.04,458,4G
TWR9454,2025-11-24 22:41:42.263092,319.09,51,VoLTE
TWR9658,2025-10-28 03:58:50.475694,1465.36,377,5G
TWR6958,2025-11-01 05:00:10.948531,2075.46,458,5G
TWR6555,2025-11-16 06:49:21.148689,527.12,252,5G
TWR5510,2025-11-20 14:46:47.347386,2472.23,312,5G
TWR4741,2025-11-02 23:31:49.012719,772.34,493,4G
TWR7639,2025-11-21 12:06:48.536506,898.2,72,VoLTE
TWR2453,2025-11-24 15:59:09.067992,2759.52,67,VoLTE
TWR4953,2025-10-29 00:22:20.718533,4322.59,305,5G
TWR2242,2025-11-20 04:46:38.769949,2179.68,211,5G
TWR5623,2025-11-22 07:13:00.260398,1357.23,441,4G
TWR1436,2025-11-16 16:12:24.114255,4548.56,331,4G
TWR9270,2025-11-23 14:51:46.046986,3430.0,36,VoLTE
TWR7293,2025-11-18 05:34:29.965023,990.22,349,5G
TWR7853,2025-10-26 23:43:14.213229,1939.62,61,4G
TWR2837,2025-11-01 18:58:31.273718,357.33,344,VoLTE
TWR3405,2025-11-03 20:27:41.919365,2144.58,87,5G
TWR4074,2025-11-19 19:15:09.875881,3572.38,98,5G
TWR3403,2025-11-13 13:35:34.800407,2796.8,250,4G
TWR8473,2025-11-23 09:30:22.650742,2465.06,195,5G
TWR9611,2025-11-18 14:31:30.315037,1047.45,350,4G
TWR5590,2025-11-08 18:28:55.444091,4466.5,266,4G
TWR8499,2025-11-16 12:15:37.966083,4867.62,183,VoLTE
TWR3101,2025-10-30 23:04:30.764787,4289.47,122,VoLTE
TWR1497,2025-10-28 20:31:17.463443,248.54,384,5G
TWR5600,2025-11-08 13:20:05.909642,4735.01,487,4G
TWR7376,2025-11-01 09:16:24.296573,283.76,138,5G
TWR4012,2025-10-30 08:43:43.213916,2013.11,177,5G
TWR2145,2025-11-20 22:31:33.969397,700.53,445,5G
TWR3978,2025-11-24 12:06:23.541248,4385.88,422,VoLTE
TWR4612,2025-10-30 14:27:34.153308,2728.6,422,4G
TWR3544,2025-11-19 16:49:59.129043,2917.85,137,5G
TWR2661,2025-11-24 02:20:33.870134,4096.66,426,VoLTE
TWR2797,2025-11-11 00:12:48.498259,2534.54,423,VoLTE
TWR7443,2025-11-11 16:33:18.054957,3961.69,163,VoLTE
TWR6678,2025-11-16 09:11:47.203735,2004.69,34,5G
TWR4312,2025-11-09 15:38:38.901142,3333.36,109,VoLTE
TWR7004,2025-11-12 16:17:12.399547,4447.54,125,VoLTE
TWR6747,2025-10-31 19:48:10.727637,4148.47,462,4G
TWR9461,2025-11-20 02:43:12.192662,2112.96,278,4G
TWR2333,2025-10-30 05:29:24.128203,3031.24,79,5G
TWR5155,2025-11-07 05:02:10.747034,2899.35,180,4G
TWR9754,2025-11-07 23:54:02.402046,1418.37,158,4G
TWR5001,2025-10-26 13:47:36.820860,2009.7,472,4G
TWR9834,2025-11-19 06:43:57.133062,563.38,371,VoLTE
TWR8344,2025-10-31 11:25:05.051892,3197.19,347,5G
TWR9427,2025-11-19 00:23:30.051844,2792.68,301,VoLTE
TWR6257,2025-11-09 16:12:09.315031,1633.6,32,4G
TWR6797,2025-11-13 12:12:09.115603,247.3,388,4G
TWR7659,2025-11-10 16:50:35.459014,509.93,393,5G
TWR8528,2025-11-01 23:52:33.377896,3965.69,350,5G
TWR5609,2025-11-08 14:10:27.579002,1384.11,172,VoLTE
TWR5860,2025-11-03 01:28:05.728697,1232.51,92,VoLTE
TWR6212,2025-11-22 11:12:02.753018,2371.73,204,5G
TWR7353,2025-11-07 05:22:30.944299,1264.02,426,4G
TWR4451,2025-11-18 15:39:35.154503,1184.9,203,4G
TWR4700,2025-11-03 03:16:03.005476,2095.71,105,VoLTE
TWR6226,2025-11-03 22:28:53.453111,165.64,163,5G
TWR4103,2025-11-22 19:28:53.390028,433.81,369,4G
TWR9542,2025-10-27 15:59:45.080297,4703.58,293,VoLTE
TWR2612,2025-11-11 20:02:30.161025,4394.82,310,5G
TWR4561,2025-11-10 23:12:58.088846,4344.59,488,VoLTE
TWR1478,2025-11-13 08:18:00.672508,3923.37,41,4G
TWR7558,2025-11-03 20:47:39.394322,3168.05,195,VoLTE
TWR7854,2025-11-02 03:18:51.338665,1730.37,233,5G
TWR6561,2025-11-19 13:32:50.303509,2098.73,293,4G
TWR2429,2025-11-15 19:34:01.424585,512.74,150,4G
TWR9073,2025-11-05 12:10:56.808357,4635.13,418,4G
TWR4787,2025-11-06 02:00:25.033726,3529.37,276,5G
TWR9171,2025-11-01 01:38:11.971213,3176.81,348,5G
TWR9219,2025-10-31 17:40:42.820180,3891.26,169,4G
TWR5578,2025-11-23 19:03:23.666414,2854.0,466,4G
TWR4038,2025-11-12 17:10:06.156748,2644.1,140,4G
TWR5851,2025-11-04 08:02:01.076531,4803.19,359,VoLTE
TWR3142,2025-11-15 15:25:59.723019,1537.72,287,4G
TWR6044,2025-11-09 09:06:40.987633,511.79,282,4G
TWR7235,2025-11-23 19:05:59.625077,1200.12,246,VoLTE
TWR9842,2025-11-10 11:10:25.465559,2711.02,485,4G
TWR4430,2025-11-06 13:17:46.157108,1602.7,122,VoLTE
TWR7243,2025-11-06 15:22:37.043411,3110.15,244,VoLTE
TWR3831,2025-11-25 00:32:12.966938,3323.67,439,4G
TWR1611,2025-11-07 19:51:39.301373,2748.66,137,5G
TWR1285,2025-10-27 15:17:31.094361,4826.99,392,5G
TWR7786,2025-11-21 06:25:14.183191,1887.14,210,VoLTE
TWR8653,2025-11-11 04:32:45.738801,2657.56,150,4G
TWR5725,2025-11-22 17:04:19.573023,4874.77,208,4G
TWR7828,2025-11-15 18:35:14.580428,3335.27,78,4G
TWR9304,2025-11-14 07:48:51.283034,3926.57,259,4G
TWR8078,2025-10-27 08:58:25.459422,3390.25,133,VoLTE
TWR8439,2025-11-04 08:06:25.986275,1052.54,40,VoLTE
TWR3816,2025-11-03 10:00:58.426096,4051.52,205,VoLTE
TWR2173,2025-11-21 08:38:45.920598,3111.86,435,4G
TWR8076,2025-11-15 00:59:15.739180,4046.94,38,4G
TWR8013,2025-11-19 00:39:42.824292,2891.33,439,4G
TWR7746,2025-10-30 18:57:49.401138,3747.1,173,5G
TWR2859,2025-11-08 19:07:13.589898,3269.32,252,4G
TWR1527,2025-11-23 06:18:31.503114,862.94,477,5G
TWR3401,2025-11-11 03:07:08.366379,3389.59,146,5G
TWR5008,2025-11-20 16:41:33.249393,1436.34,122,VoLTE
TWR8451,2025-11-03 21:27:35.328350,4431.35,317,5G
TWR1634,2025-11-15 00:18:01.073531,4650.0,188,5G
TWR8909,2025-11-02 00:12:42.984696,3621.29,477,4G
TWR9993,2025-11-04 10:10:04.441510,396.5,370,5G
TWR2900,2025-11-04 08:49:27.412749,2203.69,149,VoLTE
TWR2102,2025-11-23 14:26:55.102590,4314.44,433,VoLTE
TWR4398,2025-11-22 19:58:18.009415,4285.06,182,VoLTE
TWR5061,2025-11-17 05:10:07.493739,507.46,379,5G
TWR9991,2025-11-09 23:12:49.222234,4954.02,449,VoLTE
TWR9280,2025-11-24 17:17:14.789795,383.33,50,VoLTE
TWR6738,2025-11-04 06:32:50.937793,1560.41,30,VoLTE
TWR6678,2025-11-01 14:17:03.477531,3777.88,84,VoLTE
TWR3375,2025-11-10 03:47:08.775922,3276.61,291,4G
TWR6974,2025-11-17 13:19:11.393354,3723.14,495,4G
TWR5078,2025-11-21 19:52:16.949193,4859.79,180,5G
TWR1902,2025-11-15 12:12:02.003092,2107.18,170,VoLTE
TWR5470,2025-11-12 19:04:24.067007,1751.29,110,4G
TWR1139,2025-11-24 13:05:06.682852,4834.26,91,4G
TWR6917,2025-11-02 23:29:44.363051,2481.52,324,VoLTE
TWR9897,2025-11-07 09:24:04.637051,4967.04,461,5G
TWR3876,2025-11-16 01:43:55.713352,166.09,393,4G
TWR5240,2025-11-23 01:02:20.079655,524.28,215,VoLTE
TWR5644,2025-11-08 21:39:01.515584,3171.56,120,5G
TWR5050,2025-11-09 03:01:43.920773,4339.07,222,4G
TWR8162,2025-11-23 10:54:29.840011,2781.39,23,VoLTE
TWR9592,2025-11-25 05:05:11.440230,414.93,359,5G
TWR5545,2025-11-11 14:10:34.491100,2633.24,366,5G
TWR7199,2025-11-19 20:13:35.332350,829.68,420,4G
TWR7672,2025-11-14 05:03:12.756914,1858.83,110,4G
TWR8646,2025-11-15 16:43:50.192687,503.76,492,4G
TWR1923,2025-11-20 02:38:46.656113,757.82,38,4G
TWR2809,2025-11-23 05:23:30.186235,423.97,87,VoLTE
TWR4547,2025-11-18 11:13:22.354475,4553.44,76,5G
TWR7712,2025-11-07 01:32:01.499225,2016.58,174,VoLTE
TWR3558,2025-11-11 21:30:25.209142,1507.45,14,4G
TWR9182,2025-10-27 15:29:50.861595,4354.43,344,5G
TWR3593,2025-11-10 10:23:07.949978,2030.23,311,4G
TWR4216,2025-11-13 09:33:04.287148,2047.8,304,VoLTE
TWR3984,2025-11-02 01:17:30.561711,2353.95,225,4G
TWR5537,2025-11-18 00:06:35.403760,2610.92,266,4G
TWR5672,2025-10-29 12:29:27.493637,456.18,379,4G
TWR6444,2025-11-17 06:00:06.027098,4919.13,154,5G
TWR6757,2025-11-18 16:13:51.855082,2113.38,389,5G
TWR8205,2025-11-20 22:16:49.833199,4689.51,61,VoLTE
TWR5644,2025-11-18 14:11:31.290516,2189.29,240,5G
TWR8502,2025-11-05 11:40:38.577653,346.88,88,VoLTE
TWR7950,2025-10-31 04:16:56.482504,2239.85,227,5G
TWR7523,2025-10-27 16:06:50.146282,4059.47,255,4G
TWR9405,2025-11-24 17:17:08.967045,680.25,341,VoLTE
TWR7467,2025-11-25 02:00:00.546325,768.1,190,4G
TWR5099,2025-11-22 23:16:16.492676,4551.68,395,VoLTE
TWR9955,2025-11-17 01:13:23.484896,4744.17,362,5G
TWR8634,2025-11-03 17:33:41.454692,1440.25,192,5G
TWR6040,2025-11-09 05:24:53.020216,1984.62,175,VoLTE
TWR1686,2025-10-27 01:40:52.885050,1330.59,123,VoLTE
TWR3828,2025-11-02 09:03:41.799074,4942.79,270,4G
TWR2413,2025-10-27 19:52:49.089421,2159.57,131,VoLTE
TWR3792,2025-11-07 20:46:44.646411,4093.85,446,5G
TWR6052,2025-11-13 05:43:20.632518,2104.9,461,4G
TWR4739,2025-11-25 00:06:16.604438,648.69,151,VoLTE
TWR7873,2025-11-03 12:39:53.023340,3170.99,287,4G
TWR8548,2025-11-22 18:41:26.341619,2326.9,125,5G
TWR9747,2025-11-07 10:41:22.301222,1663.74,418,4G
TWR9788,2025-11-10 17:46:43.749728,4248.87,404,5G
TWR3830,2025-11-05 06:54:49.213718,3986.26,238,5G
TWR8510,2025-11-06 20:32:34.744852,3988.64,143,VoLTE
TWR4753,2025-11-04 04:27:30.536630,2830.16,102,5G
TWR6307,2025-11-03 20:14:47.403747,735.36,377,4G
TWR5166,2025-10-31 07:40:05.256865,1788.5,88,5G
TWR6185,2025-11-24 03:34:07.656277,356.7,169,4G
TWR4108,2025-11-22 09:20:43.562219,4123.77,286,5G
TWR7132,2025-11-12 17:10:14.568202,4515.96,452,4G
TWR8660,2025-11-06 04:31:26.212022,2678.96,42,VoLTE
TWR1712,2025-11-16 20:02:55.857491,4930.47,301,VoLTE
TWR8340,2025-11-03 13:05:33.557826,4648.82,402,VoLTE
TWR7868,2025-11-04 08:52:16.255242,1470.37,471,5G
TWR1680,2025-10-26 08:57:23.788002,4533.51,406,5G
TWR5090,2025-10-31 10:08:50.130011,4895.14,302,5G
TWR5481,2025-10-28 13:08:20.477144,2826.17,423,4G
TWR8387,2025-11-18 23:34:07.223814,2509.44,448,VoLTE
TWR2490,2025-11-03 20:17:33.620874,4751.34,368,VoLTE
TWR8348,2025-11-11 17:58:23.200958,2104.81,112,4G
TWR4987,2025-11-24 04:02:17.251076,4325.04,133,5G
TWR8567,2025-11-12 12:05:15.689617,1652.85,439,5G
TWR5993,2025-11-21 09:33:56.805089,4221.63,183,VoLTE
TWR9247,2025-11-21 14:00:25.444529,2735.73,129,5G
TWR9731,2025-11-17 00:17:29.799137,4224.31,97,VoLTE
TWR3207,2025-11-13 21:34:40.019376,386.24,58,5G
TWR4544,2025-10-26 19:09:03.986042,4301.12,226,VoLTE
TWR1930,2025-11-24 02:08:09.352310,4782.34,399,VoLTE
TWR3808,2025-11-12 19:45:31.167217,2912.84,354,VoLTE
TWR3228,2025-11-01 21:32:55.517615,4527.71,384,VoLTE
TWR7730,2025-10-27 21:48:34.996266,232.0,76,4G
TWR5329,2025-11-25 04:49:01.126896,3594.47,294,4G
TWR4409,2025-11-04 17:37:34.825438,142.16,217,4G
TWR6413,2025-11-23 15:37:30.251957,3020.63,46,VoLTE
TWR2369,2025-11-18 05:44:37.441059,4217.44,32,4G
TWR8479,2025-10-30 23:02:05.847795,511.85,105,4G
TWR8827,2025-11-05 14:46:12.983343,4563.2,62,VoLTE
TWR6161,2025-11-05 11:03:49.918152,4614.97,31,VoLTE
TWR4586,2025-11-01 05:44:15.287451,1647.46,433,VoLTE
TWR9728,2025-10-27 04:15:25.071966,3674.04,277,VoLTE
TWR7298,2025-11-15 21:31:54.809628,2457.2,163,4G
TWR9240,2025-11-12 03:29:01.142071,4444.07,281,5G
TWR6766,2025-11-18 02:43:22.936764,865.1,224,4G
TWR5363,2025-11-13 12:55:43.165126,3607.58,187,5G
TWR5949,2025-10-27 13:26:13.308931,2264.23,317,5G
TWR6668,2025-10-31 09:48:40.751069,1702.91,315,VoLTE
TWR1569,2025-10-29 23:40:04.493606,1217.26,409,5G
TWR1839,2025-11-15 16:51:36.189066,801.8,382,VoLTE
TWR7152,2025-11-19 09:59:12.140981,2552.32,219,VoLTE
TWR8652,2025-11-13 01:49:29.334664,2613.68,339,5G
TWR7903,2025-11-12 08:41:15.898843,4108.27,63,4G
TWR4245,2025-11-24 22:13:45.206305,1576.79,270,4G
TWR7278,2025-11-07 22:27:28.680932,4687.8,389,5G
TWR1706,2025-11-16 17:29:40.194410,1862.11,354,4G
TWR7194,2025-10-27 23:12:52.125023,977.98,214,4G
TWR5250,2025-10-31 04:59:34.516750,4873.59,493,4G
TWR7310,2025-11-08 02:38:47.109003,2016.53,102,4G
TWR3756,2025-11-01 16:11:15.086707,3266.77,383,5G
TWR3894,2025-11-18 22:45:09.736453,810.01,101,5G
